city_name,region_name,population,country,CC
puerto deseado,santa cruz,3305.0,argentina,ar
perito moreno,santa cruz,3766.0,argentina,ar
puerto san julian,santa cruz,2347.0,argentina,ar
gobernador gregores,santa cruz,2519.0,argentina,ar
san martin,mendoza,117399.0,argentina,ar
la paz,mendoza,4400.0,argentina,ar
tunuyan,mendoza,22834.0,argentina,ar
san rafael,mendoza,109163.0,argentina,ar
general pico,la pampa,57029.0,argentina,ar
25 de mayo,la pampa,17430.0,argentina,ar
victorica,la pampa,4458.0,argentina,ar
juan jose castelli,chaco,9421.0,argentina,ar
victoria,entre rios,25139.0,argentina,ar
eldorado,misiones,17365.0,argentina,ar
trancas,tucuman,1599.0,argentina,ar
chepes,la rioja,6020.0,argentina,ar
chamical,la rioja,8989.0,argentina,ar
san francisco,cordoba,59062.0,argentina,ar
concordia,entre rios,145210.0,argentina,ar
el calafate,santa cruz,8000.0,argentina,ar
chos malal,neuquen,8556.0,argentina,ar
las lajas,neuquen,1218.0,argentina,ar
zapala,neuquen,19152.0,argentina,ar
villa carlos paz,cordoba,69451.0,argentina,ar
bell ville,cordoba,35105.0,argentina,ar
rio cuarto,cordoba,153757.0,argentina,ar
villa angela,chaco,30051.0,argentina,ar
concepcion del uruguay,entre rios,67895.0,argentina,ar
gualeguaychu,entre rios,78676.0,argentina,ar
gualeguay,entre rios,33120.0,argentina,ar
comodoro rivadavia,chubut,140850.0,argentina,ar
esquel, ciudad autonoma de,20048.0,argentina,ar
anatuya,santiago del estero,14133.0,argentina,ar
dolores,buenos aires,25190.0,argentina,ar
chascomus,buenos aires,21054.0,argentina,ar
chivilcoy,buenos aires,54514.0,argentina,ar
lincoln,buenos aires,24798.0,argentina,ar
goya,corrientes,72304.0,argentina,ar
frias,santiago del estero,13594.0,argentina,ar
vera,santa fe,9979.0,argentina,ar
reconquista,santa fe,90184.0,argentina,ar
monte quemado,santiago del estero,11387.0,argentina,ar
campana,buenos aires,81612.0,argentina,ar
zarate,buenos aires,88781.0,argentina,ar
lujan,buenos aires,81749.0,argentina,ar
mercedes,buenos aires,52949.0,argentina,ar
san nicolas,buenos aires,127742.0,argentina,ar
pergamino,buenos aires,87652.0,argentina,ar
chacabuco,buenos aires,34587.0,argentina,ar
junin,buenos aires,85007.0,argentina,ar
san ramon de la nueva oran,salta,74059.0,argentina,ar
tartagal,salta,60819.0,argentina,ar
joaquin v. gonzalez,salta,13376.0,argentina,ar
general guemes,salta,19828.0,argentina,ar
cerrillos,salta,11498.0,argentina,ar
cafayate,salta,11785.0,argentina,ar
san antonio de los cobres,salta,4000.0,argentina,ar
alta gracia,cordoba,40384.0,argentina,ar
azul,buenos aires,53941.0,argentina,ar
lobos,buenos aires,18278.0,argentina,ar
veinticinco de mayo,buenos aires,24668.0,argentina,ar
nueve de julio,buenos aires,34718.0,argentina,ar
mercedes,corrientes,30649.0,argentina,ar
mar del plata,buenos aires,555897.0,argentina,ar
balcarce,buenos aires,18967.0,argentina,ar
juarez,buenos aires,10609.0,argentina,ar
coronel suarez,buenos aires,27000.0,argentina,ar
tandil,buenos aires,104325.0,argentina,ar
carhue,buenos aires,7190.0,argentina,ar
olavarria,buenos aires,86320.0,argentina,ar
rafaela,santa fe,88713.0,argentina,ar
san justo,santa fe,9607.0,argentina,ar
rosario,santa fe,1203000.0,argentina,ar
villa constitucion,santa fe,44271.0,argentina,ar
bahia blanca,buenos aires,281536.0,argentina,ar
punta alta,buenos aires,57209.0,argentina,ar
tres arroyos,buenos aires,47136.0,argentina,ar
necochea,buenos aires,80478.0,argentina,ar
buenos aires, ciudad autonoma de,12795000.0,argentina,ar
eisenstadt,burgenland,13165.0,austria,at
innsbruck,tirol,155214.0,austria,at
bregenz,vorarlberg,26928.0,austria,at
salzburg,salzburg,206279.0,austria,at
linz,oberosterreich,349161.0,austria,at
wiener neustadt,niederosterreich,82762.0,austria,at
sankt polten,niederosterreich,0,austria,at
graz,steiermark,263234.0,austria,at
klagenfurt,karnten,90610.0,austria,at
vienna,wien,2400000.0,austria,at
kingoonya,south australia,50.0,australia,au
port denison,western australia,1213.0,australia,au
cairns,queensland,154225.0,australia,au
kwinana,western australia,20086.0,australia,au
cranbourne,victoria,460491.0,australia,au
port hedland,western australia,14288.0,australia,au
port lincoln,south australia,13630.0,australia,au
port macquarie,new south wales,48547.0,australia,au
port pirie,south australia,12506.0,australia,au
portland,victoria,11808.0,australia,au
proserpine,queensland,3976.0,australia,au
busselton,western australia,10214.0,australia,au
byron bay,new south wales,6764.0,australia,au
caboolture,queensland,31513.0,australia,au
cooma,new south wales,6520.0,australia,au
streaky bay,south australia,1060.0,australia,au
sunbury,victoria,29925.0,australia,au
sydney,new south wales,4630000.0,australia,au
karumba,queensland,173.0,australia,au
esperance,western australia,7888.0,australia,au
exmouth,western australia,1085.0,australia,au
forbes,new south wales,4838.0,australia,au
morawa,western australia,259.0,australia,au
moree,new south wales,8203.0,australia,au
katherine,northern territory,10141.0,australia,au
katoomba,new south wales,22076.0,australia,au
launceston,tasmania,72458.0,australia,au
laverton,western australia,316.0,australia,au
leeton,new south wales,7299.0,australia,au
leonara,western australia,227.0,australia,au
seymour,victoria,3693.0,australia,au
singleton,new south wales,13813.0,australia,au
newcastle,new south wales,1134616.0,australia,au
norseman,western australia,1004.0,australia,au
batemans bay,new south wales,10557.0,australia,au
bathurst,new south wales,6111.0,australia,au
griffith,new south wales,15455.0,australia,au
whyalla,south australia,22559.0,australia,au
wilcannia,new south wales,442.0,australia,au
katanning,western australia,3934.0,australia,au
bongaree,queensland,13649.0,australia,au
bordertown,south australia,2583.0,australia,au
boulia,queensland,600.0,australia,au
bourke,new south wales,2475.0,australia,au
mackay,queensland,75922.0,australia,au
southern cross,western australia,187.0,australia,au
tweed heads,new south wales,33065.0,australia,au
ulladulla,new south wales,9250.0,australia,au
victor harbor,south australia,7760.0,australia,au
andamooka,south australia,528.0,australia,au
hervey bay,queensland,25114.0,australia,au
gunnedah,new south wales,7148.0,australia,au
gympie,queensland,11649.0,australia,au
halls creek,western australia,1209.0,australia,au
hamilton,victoria,8869.0,australia,au
winton,queensland,1157.0,australia,au
mudgee,new south wales,5391.0,australia,au
ivanhoe,new south wales,265.0,australia,au
pannawonica,western australia,686.0,australia,au
dubbo,new south wales,31574.0,australia,au
tom price,western australia,2723.0,australia,au
parkes,new south wales,11137.0,australia,au
sale,victoria,22486.0,australia,au
bendigo,victoria,81657.0,australia,au
berri,south australia,4716.0,australia,au
adelaide,south australia,1145000.0,australia,au
adelaide river,northern territory,237.0,australia,au
albany,western australia,26445.0,australia,au
burketown,queensland,200.0,australia,au
burnie,tasmania,19972.0,australia,au
penola,south australia,1514.0,australia,au
perth,western australia,1532000.0,australia,au
peterborough,south australia,1689.0,australia,au
scone,new south wales,4624.0,australia,au
scottsdale,tasmania,2468.0,australia,au
narrabri,new south wales,7082.0,australia,au
narrogin,western australia,4238.0,australia,au
townsville,queensland,138954.0,australia,au
traralgon,victoria,18226.0,australia,au
central coast,new south wales,3026.0,australia,au
broome,western australia,13218.0,australia,au
bunbury,western australia,26998.0,australia,au
wyndham,western australia,800.0,australia,au
yamba,new south wales,1806.0,australia,au
tumby bay,south australia,1791.0,australia,au
forster-tuncurry,new south wales,17591.0,australia,au
bundaberg,queensland,52472.0,australia,au
yulara,northern territory,930.0,australia,au
richmond,new south wales,13880.0,australia,au
richmond,queensland,296.0,australia,au
rockhampton,queensland,65850.0,australia,au
roebourne,western australia,19260.0,australia,au
roma,queensland,5496.0,australia,au
cloncurry,queensland,1202.0,australia,au
cobram,victoria,4659.0,australia,au
coffs harbour,new south wales,62978.0,australia,au
colac,victoria,9089.0,australia,au
alice springs,northern territory,27710.0,australia,au
ararat,victoria,6110.0,australia,au
carnarvon,western australia,7392.0,australia,au
ceduna,south australia,1586.0,australia,au
charleville,queensland,1900.0,australia,au
charters towers,queensland,9573.0,australia,au
kalbarri,western australia,1537.0,australia,au
kununurra,western australia,5679.0,australia,au
dalby,queensland,9847.0,australia,au
lithgow,new south wales,11128.0,australia,au
manjimup,western australia,4240.0,australia,au
maitland,new south wales,18625.0,australia,au
mandurah,western australia,73356.0,australia,au
karratha,western australia,16796.0,australia,au
gawler,south australia,16362.0,australia,au
geelong,victoria,160991.0,australia,au
georgetown,queensland,818.0,australia,au
geraldton,western australia,27258.0,australia,au
maryborough,victoria,7046.0,australia,au
maryborough,queensland,20678.0,australia,au
mcminns lagoon,northern territory,5025.0,australia,au
toowoomba,queensland,92800.0,australia,au
onslow,western australia,573.0,australia,au
orange,new south wales,39329.0,australia,au
stawell,victoria,6991.0,australia,au
echuca,victoria,19457.0,australia,au
eidsvold,queensland,459.0,australia,au
emerald,queensland,9398.0,australia,au
tamworth,new south wales,38551.0,australia,au
taree,new south wales,44182.0,australia,au
ballarat,victoria,85109.0,australia,au
ballina,new south wales,14242.0,australia,au
barcaldine,queensland,1068.0,australia,au
mount barker,western australia,1781.0,australia,au
mount gambier,south australia,23209.0,australia,au
mount isa,queensland,33200.0,australia,au
mount magnet,western australia,424.0,australia,au
kempsey,new south wales,11840.0,australia,au
queanbeyan,new south wales,32602.0,australia,au
queenstown,tasmania,2352.0,australia,au
quilpie,queensland,560.0,australia,au
ravensthorpe,western australia,1101.0,australia,au
warrnambool,victoria,29928.0,australia,au
warwick,queensland,12347.0,australia,au
weipa,queensland,2830.0,australia,au
ouyen,victoria,1400.0,australia,au
wollongong,new south wales,260914.0,australia,au
wonthaggi,victoria,5985.0,australia,au
kiama,new south wales,10379.0,australia,au
kimba,south australia,636.0,australia,au
kingaroy,queensland,8573.0,australia,au
pine creek,northern territory,665.0,australia,au
hobart,tasmania,80870.0,australia,au
darwin,northern territory,93080.0,australia,au
gingin,western australia,1446.0,australia,au
meekatharra,western australia,654.0,australia,au
melbourne,victoria,4170000.0,australia,au
woomera,south australia,450.0,australia,au
moranbah,queensland,10000.0,australia,au
port augusta,south australia,13897.0,australia,au
port douglas,queensland,3000.0,australia,au
gladstone,queensland,30489.0,australia,au
gold coast,queensland,527660.0,australia,au
horsham,victoria,12830.0,australia,au
hughenden,queensland,421.0,australia,au
northam,western australia,5855.0,australia,au
nowra,new south wales,94781.0,australia,au
shepparton,victoria,33550.0,australia,au
yeppoon,queensland,10769.0,australia,au
young,new south wales,7501.0,australia,au
caloundra,queensland,38706.0,australia,au
ingham,queensland,6127.0,australia,au
innisfail,queensland,10143.0,australia,au
inverell,new south wales,8561.0,australia,au
kingston,tasmania,14371.0,australia,au
kingston south east,south australia,206.0,australia,au
clare,south australia,3061.0,australia,au
bowen,queensland,10983.0,australia,au
melton,victoria,32368.0,australia,au
meningie,south australia,1501.0,australia,au
merimbula,new south wales,6367.0,australia,au
merredin,western australia,2668.0,australia,au
mildura,victoria,47867.0,australia,au
thargomindah,queensland,203.0,australia,au
theodore,queensland,246.0,australia,au
three springs,western australia,190.0,australia,au
oatlands,tasmania,1157.0,australia,au
wagin,western australia,1598.0,australia,au
armidale,new south wales,22673.0,australia,au
atherton,queensland,6959.0,australia,au
ayr,queensland,9078.0,australia,au
bairnsdale,victoria,11005.0,australia,au
camooweal,queensland,187.0,australia,au
canberra,australian capital territory,327700.0,australia,au
longreach,queensland,2894.0,australia,au
brisbane,queensland,1860000.0,australia,au
devonport,tasmania,19317.0,australia,au
wallaroo,south australia,2779.0,australia,au
wangaratta,victoria,14022.0,australia,au
cowell,south australia,537.0,australia,au
cowra,new south wales,6795.0,australia,au
goondiwindi,queensland,4251.0,australia,au
goulburn,new south wales,20940.0,australia,au
grafton,new south wales,9955.0,australia,au
murray bridge,south australia,18194.0,australia,au
muswellbrook,new south wales,11630.0,australia,au
windorah,queensland,158.0,australia,au
bedourie,queensland,142.0,australia,au
newman,western australia,5138.0,australia,au
birdsville,queensland,283.0,australia,au
kalgoorlie,western australia,36852.0,australia,au
biloela,queensland,6309.0,australia,au
smithton,tasmania,4202.0,australia,au
bicheno,tasmania,177.0,australia,au
deniliquin,new south wales,8024.0,australia,au
broken hill,new south wales,17395.0,australia,au
swan hill,victoria,9276.0,australia,au
albury,new south wales,104258.0,australia,au
wagga wagga,new south wales,55381.0,australia,au
tumut,new south wales,6526.0,australia,au
lismore,new south wales,31430.0,australia,au
oranjestad,,68775.0,aruba,aw
baku,baki,2122300.0,azerbaijan,az
goranboy,goranboy,7333.0,azerbaijan,az
saki,s@ki,64968.0,azerbaijan,az
fuzuli,fuzuli,0,azerbaijan,az
lankaran,l@nk@ran,60180.0,azerbaijan,az
xocali,xocali,0,azerbaijan,az
agdam,agdam,0,azerbaijan,az
astara,astara,0,azerbaijan,az
xocav@nd,xocav@nd,0,azerbaijan,az
c@brayil,c@brayil,0,azerbaijan,az
beyl@qan,beyl@qan,0,azerbaijan,az
masalli,masalli,0,azerbaijan,az
bil@suvar,bil@suvar,0,azerbaijan,az
c@lilabad,c@lilabad,0,azerbaijan,az
xizi,xizi,0,azerbaijan,az
d@v@ci,sabran,0,azerbaijan,az
agsu,agsu,0,azerbaijan,az
yevlax,yevlax,53716.0,azerbaijan,az
ming@cevir,ming@cevir,0,azerbaijan,az
ganca,g@nc@,303268.0,azerbaijan,az
sumqayt,sumqayit,279159.0,azerbaijan,az
xacmaz,xacmaz,0,azerbaijan,az
imisli,imisli,0,azerbaijan,az
saatli,saatli,0,azerbaijan,az
lacin,lacin,0,azerbaijan,az
s@rur,s@rur,0,azerbaijan,az
qubadli,qubadli,0,azerbaijan,az
heyd@rabad,s@d@r@k,0,azerbaijan,az
yardimli,yardimli,0,azerbaijan,az
sahbuz,sahbuz,0,azerbaijan,az
qivraq,k@ng@rli,0,azerbaijan,az
kapan,z@ngilan,42288.0,azerbaijan,az
ordubad,ordubad,0,azerbaijan,az
z@ngilan,z@ngilan,0,azerbaijan,az
goycay,goycay,35348.0,azerbaijan,az
siy@z@n,siy@z@n,0,azerbaijan,az
agdas,agdas,0,azerbaijan,az
naftalan,naftalan,0,azerbaijan,az
naxcivan,naxcivan,94788.0,azerbaijan,az
goygol,goygol,0,azerbaijan,az
haciqabul,haciqabul,0,azerbaijan,az
kurd@mir,kurd@mir,0,azerbaijan,az
qobustan,qobustan,0,azerbaijan,az
b@rd@,b@rd@,0,azerbaijan,az
ucar,ucar,0,azerbaijan,az
lerik,lerik,0,azerbaijan,az
stepanakert,xank@ndi,57473.0,azerbaijan,az
susa,susa,0,azerbaijan,az
dask@s@n,dask@s@n,0,azerbaijan,az
salyan,salyan,0,azerbaijan,az
z@rdab,z@rdab,0,azerbaijan,az
qusar,qusar,0,azerbaijan,az
ali bayramli,sirvan,70684.0,azerbaijan,az
sabirabad,sabirabad,0,azerbaijan,az
quba,quba,0,azerbaijan,az
gadabay,g@d@b@y,8657.0,azerbaijan,az
oguz,oguz,6876.0,azerbaijan,az
balak@n,balak@n,0,azerbaijan,az
qax,qax,0,azerbaijan,az
xirdalan,abseron,0,azerbaijan,az
neftcala,neftcala,0,azerbaijan,az
t@rt@r,t@rt@r,0,azerbaijan,az
agcab@di,agcab@di,0,azerbaijan,az
k@lb@c@r,k@lb@c@r,0,azerbaijan,az
qazax,qazax,0,azerbaijan,az
agstafa,agstafa,0,azerbaijan,az
tovuz,tovuz,12626.0,azerbaijan,az
q@b@l@,q@b@l@,0,azerbaijan,az
agdam,tovuz,0.0,azerbaijan,az
ismayilli,ismayilli,0,azerbaijan,az
samux,samux,0,azerbaijan,az
s@mkir,s@mkir,0,azerbaijan,az
zaqatala,zaqatala,0,azerbaijan,az
qabala,,11867.0,azerbaijan,az
sarajevo, federation of,696731.0,bosnia and herzegovina,ba
banja luka, republika,221738.0,bosnia and herzegovina,ba
brcko,brcko district,0,bosnia and herzegovina,ba
tuzla, federation of,144334.0,bosnia and herzegovina,ba
zenica, federation of,164423.0,bosnia and herzegovina,ba
mostar, federation of,163067.0,bosnia and herzegovina,ba
prijedor, republika,104858.0,bosnia and herzegovina,ba
bridgetown,saint michael,191152.0,barbados,bb
dhaka,dhaka,12797394.0,bangladesh,bd
narayanganj,dhaka,223622.0,bangladesh,bd
khulna,khulna,1553000.0,bangladesh,bd
jessore,khulna,243987.0,bangladesh,bd
sylhet,sylhet,237000.0,bangladesh,bd
chittagong,chittagong,4529000.0,bangladesh,bd
barisal,barisal,202242.0,bangladesh,bd
comilla,chittagong,389411.0,bangladesh,bd
rajshahi,rajshahi,810000.0,bangladesh,bd
pabna,,137888.0,bangladesh,bd
saidpur,rangpur,232209.0,bangladesh,bd
tangail,dhaka,180144.0,bangladesh,bd
nawabganj,rajshahi,142361.0,bangladesh,bd
jamalpur,mymensingh,167900.0,bangladesh,bd
rangpur,rangpur,285564.0,bangladesh,bd
mymensingh,mymensingh,330126.0,bangladesh,bd
brussels,brussels-capital region,1743000.0,belgium,be
arlon,wallonia,26179.0,belgium,be
antwerpen,flanders,920000.0,belgium,be
brugge,flanders,146469.0,belgium,be
liege,wallonia,749110.0,belgium,be
hasselt,flanders,69222.0,belgium,be
mons,wallonia,91277.0,belgium,be
gent,flanders,444336.0,belgium,be
namur,wallonia,106284.0,belgium,be
charleroi,wallonia,345367.0,belgium,be
banfora,cascades,60288.0,burkina faso,bf
tougan,boucle du mouhoun,17590.0,burkina faso,bf
po,centre-sud,17924.0,burkina faso,bf
bobo dioulasso,hauts-bassins,360106.0,burkina faso,bf
tenkodogo,centre-est,38108.0,burkina faso,bf
diapaga,est,26013.0,burkina faso,bf
sebba,sahel,3273.0,burkina faso,bf
ouahigouya,nord,79504.0,burkina faso,bf
kaya,centre-nord,40017.0,burkina faso,bf
gaoua,sud-ouest,0,burkina faso,bf
manga,centre-sud,15173.0,burkina faso,bf
sapouy,centre-ouest,3837.0,burkina faso,bf
ouagadougou,centre,1149000.0,burkina faso,bf
orodara,hauts-bassins,18632.0,burkina faso,bf
bogande,est,9854.0,burkina faso,bf
ziniare,plateau-central,12703.0,burkina faso,bf
fada ngourma,est,33910.0,burkina faso,bf
leo,centre-ouest,26884.0,burkina faso,bf
diebougou,sud-ouest,12732.0,burkina faso,bf
gaoua,sud-ouest,28023.0,burkina faso,bf
dedougou,boucle du mouhoun,45341.0,burkina faso,bf
nouna,boucle du mouhoun,29048.0,burkina faso,bf
koudougou,centre-ouest,87347.0,burkina faso,bf
reo,centre-ouest,37535.0,burkina faso,bf
kombissiri,centre-sud,30137.0,burkina faso,bf
yako,nord,22904.0,burkina faso,bf
solenzo,boucle du mouhoun,10385.0,burkina faso,bf
djibo,sahel,22223.0,burkina faso,bf
dori,sahel,37806.0,burkina faso,bf
gorom gorom,sahel,6691.0,burkina faso,bf
zorgo,plateau-central,23892.0,burkina faso,bf
boulsa,centre-nord,17489.0,burkina faso,bf
koupela,centre-est,32052.0,burkina faso,bf
ruse,ruse,184270.0,bulgaria,bg
varna,varna,312770.0,bulgaria,bg
pazardzhik,pazardzhik,0,bulgaria,bg
yambol,yambol,0,bulgaria,bg
sliven,sliven,96368.0,bulgaria,bg
dobrich,dobrich,94831.0,bulgaria,bg
lovec,lovech,42211.0,bulgaria,bg
plovdiv,plovdiv,340494.0,bulgaria,bg
vidin,vidin,0,bulgaria,bg
shumen,shumen,87283.0,bulgaria,bg
razgrad,razgrad,38285.0,bulgaria,bg
silistra,silistra,0,bulgaria,bg
blagoevgrad,blagoevgrad,0,bulgaria,bg
burgas,burgas,195966.0,bulgaria,bg
montana,montana,47445.0,bulgaria,bg
gabrovo,gabrovo,0,bulgaria,bg
kyustendil,kyustendil,51067.0,bulgaria,bg
vratsa,vratsa,71633.0,bulgaria,bg
stara zagora,stara zagora,143431.0,bulgaria,bg
smolyan,smolyan,0,bulgaria,bg
pernik,pernik,82467.0,bulgaria,bg
pleven,pleven,118675.0,bulgaria,bg
sofia,sofia-grad,1185000.0,bulgaria,bg
khaskovo,haskovo,79699.0,bulgaria,bg
kardzhali,kardzhali,0,bulgaria,bg
targovishte,targovishte,0,bulgaria,bg
turnovo,veliko tarnovo,53115.0,bulgaria,bg
manama,al  asimah,563920.0,bahrain,bh
kayanza,kayanza,19443.0,burundi,bi
ruyigi,ruyigi,38458.0,burundi,bi
bururi,bururi,20393.0,burundi,bi
makamba,makamba,19642.0,burundi,bi
cibitoke,cibitoke,0,burundi,bi
rutana,rutana,20893.0,burundi,bi
cankuzo,cankuzo,6585.0,burundi,bi
muramvya,muramvya,18041.0,burundi,bi
gitega,gitega,0,burundi,bi
gitega,mwaro,23167.0,burundi,bi
kirundo,kirundo,6083.0,burundi,bi
muyinga,muyinga,71076.0,burundi,bi
rumonge,rumonge,0,burundi,bi
bubanza,bubanza,12728.0,burundi,bi
karusi,karuzi,10705.0,burundi,bi
ngozi,ngozi,21506.0,burundi,bi
mwaro,mwaro,0,burundi,bi
isale,bujumbura rural,0,burundi,bi
bujumbura,,331700.0,burundi,bi
kandi,alibori,109701.0,benin,bj
dogbo,couffo,0,benin,bj
savalou,collines,0,benin,bj
ouidah,atlantique,83503.0,benin,bj
lokossa,mono,86971.0,benin,bj
sakete,plateau,0,benin,bj
natitingou,atacora,80892.0,benin,bj
abomey,zou,82154.0,benin,bj
djougou,donga,202810.0,benin,bj
parakou,borgou,188853.0,benin,bj
porto-novo,oueme,300000.0,benin,bj
cotonou,littoral,762000.0,benin,bj
gustavia,,0,saint barthelemy,bl
hamilton,hamilton,52320.0,bermuda,bm
bandar seri begawan,,296500.0,brunei,bn
uyuni,potosi,12939.0,bolivia,bo
santa cruz de la sierra,santa cruz,0,bolivia,bo
la paz,la paz,1590000.0,bolivia,bo
sica sica,la paz,1006.0,bolivia,bo
puerto suarez,santa cruz,22000.0,bolivia,bo
coroico,la paz,2361.0,bolivia,bo
coro coro,la paz,1884.0,bolivia,bo
san ignacio,santa cruz,25391.0,bolivia,bo
san matias,santa cruz,6352.0,bolivia,bo
santa ana,el beni,234478.0,bolivia,bo
robore,santa cruz,10036.0,bolivia,bo
baures,el beni,2422.0,bolivia,bo
ascension,santa cruz,14429.0,bolivia,bo
oruro,oruro,246501.0,bolivia,bo
apolo,la paz,4189.0,bolivia,bo
san jose,santa cruz,9211.0,bolivia,bo
viacha,la paz,34776.0,bolivia,bo
charana,la paz,197.0,bolivia,bo
trinidad,el beni,84259.0,bolivia,bo
potosi,potosi,179901.0,bolivia,bo
san carlos,santa cruz,6353.0,bolivia,bo
quime,la paz,4045.0,bolivia,bo
reyes,el beni,7376.0,bolivia,bo
rurrenabaque,el beni,11749.0,bolivia,bo
san ramon,el beni,6490.0,bolivia,bo
achacachi,la paz,8447.0,bolivia,bo
san rafael,santa cruz,1201.0,bolivia,bo
magdalena,el beni,3445.0,bolivia,bo
san borja,el beni,19640.0,bolivia,bo
guayaramerin,el beni,36008.0,bolivia,bo
puerto quijarro,santa cruz,10392.0,bolivia,bo
cochabamba,cochabamba,1000000.0,bolivia,bo
santa cruz,santa cruz,2102998.0,bolivia,bo
sucre,chuquisaca,224838.0,bolivia,bo
tupiza,potosi,28766.0,bolivia,bo
san lorenzo,tarija,3000.0,bolivia,bo
camargo,chuquisaca,4715.0,bolivia,bo
villamontes,tarija,18761.0,bolivia,bo
cobija,pando,44437.0,bolivia,bo
tarabuco,chuquisaca,2428.0,bolivia,bo
camiri,santa cruz,27961.0,bolivia,bo
cuevo,santa cruz,953.0,bolivia,bo
charagua,santa cruz,3025.0,bolivia,bo
padilla,chuquisaca,2920.0,bolivia,bo
bermejo,tarija,36544.0,bolivia,bo
entre rios,tarija,2685.0,bolivia,bo
tarija,tarija,159269.0,bolivia,bo
villazon,potosi,37215.0,bolivia,bo
puerto heath,la paz,10.0,bolivia,bo
piso firme,el beni,72.0,bolivia,bo
betanzos,potosi,4847.0,bolivia,bo
sabaya,oruro,573.0,bolivia,bo
vallegrande,santa cruz,8422.0,bolivia,bo
samaipata,santa cruz,2926.0,bolivia,bo
llica,potosi,553.0,bolivia,bo
aiquile,cochabamba,8224.0,bolivia,bo
villa martin,potosi,10.0,bolivia,bo
san javier,santa cruz,4210.0,bolivia,bo
riberalta,el beni,74014.0,bolivia,bo
llallagua,potosi,28069.0,bolivia,bo
uncia,potosi,4723.0,bolivia,bo
challapata,oruro,9114.0,bolivia,bo
quillacollo,cochabamba,227052.0,bolivia,bo
punata,cochabamba,26323.0,bolivia,bo
cliza,cochabamba,15816.0,bolivia,bo
portachuelo,santa cruz,11485.0,bolivia,bo
montero,santa cruz,88616.0,bolivia,bo
puerto villarroel,cochabamba,1778.0,bolivia,bo
puerto acosta,la paz,1123.0,bolivia,bo
sorata,la paz,2190.0,bolivia,bo
taua,ceara,29188.0,brazil,br
uruguaiana,rio grande do sul,123480.0,brazil,br
quixada,ceara,49328.0,brazil,br
cabo de santo agostinho,pernambuco,146219.0,brazil,br
sao gabriel,rio grande do sul,55434.0,brazil,br
sao borja,rio grande do sul,59613.0,brazil,br
santo angelo,rio grande do sul,65420.0,brazil,br
santa rosa,rio grande do sul,59281.0,brazil,br
quarai,rio grande do sul,23229.0,brazil,br
salvador,bahia,3484000.0,brazil,br
vila velha,espirito santo,1209091.0,brazil,br
santa cruz do sul,rio grande do sul,113625.0,brazil,br
laguna,santa catarina,39711.0,brazil,br
muriae,minas gerais,91173.0,brazil,br
londrina,parana,520238.0,brazil,br
sao lourenco do sul,rio grande do sul,25340.0,brazil,br
porto uniao,santa catarina,71578.0,brazil,br
itanhaem,sao paulo,90385.0,brazil,br
foz do iguacu,parana,440455.0,brazil,br
novo hamburgo,rio grande do sul,876990.0,brazil,br
viana,maranhao,26689.0,brazil,br
fernandopolis,sao paulo,61931.0,brazil,br
guarapuava,parana,150850.0,brazil,br
guajara-miram,rondonia,69586.0,brazil,br
arcoverde,pernambuco,57163.0,brazil,br
mossoro,rio grande do norte,202583.0,brazil,br
maringa,parana,328335.0,brazil,br
maracaju,mato grosso do sul,22690.0,brazil,br
estancia,sergipe,55654.0,brazil,br
crateus,ceara,52933.0,brazil,br
ponta pora,mato grosso do sul,94331.0,brazil,br
penapolis,sao paulo,54477.0,brazil,br
cruzeiro do sul,acre,56862.0,brazil,br
jacareacanga,para,31661.0,brazil,br
erechim,rio grande do sul,96087.0,brazil,br
chapadinha,maranhao,40804.0,brazil,br
itapipoca,ceara,55784.0,brazil,br
bacabal,maranhao,72372.0,brazil,br
cascavel,parana,257172.0,brazil,br
curitiba,parana,3084000.0,brazil,br
aracati,ceara,44293.0,brazil,br
jaboatao,pernambuco,702621.0,brazil,br
ijui,rio grande do sul,71202.0,brazil,br
apucarana,parana,107085.0,brazil,br
formosa,goias,81232.0,brazil,br
ico,ceara,28323.0,brazil,br
ararangua,santa catarina,43444.0,brazil,br
xapeco,santa catarina,160157.0,brazil,br
nova iguacu,rio de janeiro,844583.0,brazil,br
andradina,sao paulo,52406.0,brazil,br
capanema,para,47766.0,brazil,br
baturite,ceara,22417.0,brazil,br
aripuana,mato grosso,26983.0,brazil,br
bom jesus da lapa,bahia,40691.0,brazil,br
carazinho,rio grande do sul,59417.0,brazil,br
cameta,para,45200.0,brazil,br
campo murao,parana,75401.0,brazil,br
aquidauana,mato grosso do sul,40803.0,brazil,br
brasilia,distrito federal,3716996.0,brazil,br
braganca paulista,sao paulo,127676.0,brazil,br
assis,sao paulo,87471.0,brazil,br
paragominas,para,69613.0,brazil,br
caceres,mato grosso,85274.0,brazil,br
bento goncalves,rio grande do sul,94271.0,brazil,br
santo andre,sao paulo,662373.0,brazil,br
bage,rio grande do sul,106098.0,brazil,br
tres lagoas,mato grosso do sul,78712.0,brazil,br
caracarai,roraima,11368.0,brazil,br
concordia,santa catarina,55367.0,brazil,br
camaqua,rio grande do sul,53169.0,brazil,br
guaira,parana,36426.0,brazil,br
jaragua do sul,santa catarina,130130.0,brazil,br
aracatuba,sao paulo,170024.0,brazil,br
olinda,pernambuco,921840.0,brazil,br
